country,essround,edition,idno,dweight,pspwght,pweight,anweight,prob,stratum,psu,netuse,netusoft,netustm,nwspol,nwsppol,nwsptot,pplfair,pplhlp,ppltrst,rdpol,rdtot,tvpol,tvtot,cptppol,cptppola,dmcntov,etapapl,lrscale,polcmpl,polintr,psppipl,psppipla,psppsgv,psppsgva,ptcpplt,stfdem,stfeco,stfgov,trstep,trstlgl,trstplc,trstplt,trstprl,trstprt,trstun,vote,loylead,year,netustm_cleaned,nwspol_cleaned,netuse_continuous,netusoft_continuous,nwsppol_continuous,nwsptot_continuous,rdpol_continuous,rdtot_continuous,tvpol_continuous,tvtot_continuous,cptppola_continuous,psppipla_continuous,psppsgva_continuous,stfdem_cleaned,stfeco_cleaned,stfgov_cleaned,trstep_cleaned,trstlgl_cleaned,trstplc_cleaned,trstplt_cleaned,trstprl_cleaned,trstprt_cleaned,trstun_cleaned
Bulgaria,3.0,3.7,10029.938461538462,1.0022938461538462,1.0013821281758242,0.4767642,,,,,2.4857142857142858,,,,30.085714285714285,2.687179487179487,7.452014652014652,4.052014652014652,4.506959706959707,35.85128205128205,3.4065934065934065,5.1421245421245425,5.758974358974359,,,,,29.26007326007326,3.676190476190476,2.7391941391941392,,,,,,9.149450549450549,9.346520146520147,7.956776556776557,28.27032967032967,7.525274725274725,6.1611721611721615,3.6666666666666665,3.75018315018315,4.167765567765568,30.06080586080586,1.3978021978021977,,2006.0,,,1.0142698295033359,,0.4048239895697523,0.47391952309985097,0.5989984591679507,0.8264925373134329,0.8965187452180566,2.4015878877400296,,,,2.6463124504361617,2.5887032617342878,2.7745709828393137,4.634969325153374,2.4485981308411215,3.8176337603617183,1.7715355805243447,2.178358208955224,1.7671439336850037,4.838065194532072
Bulgaria,4.0,4.6,1908.9134001823154,1.0015,1.0004744033819506,0.29671878,0.2968595407812215,,,,2.2657247037374657,,,,30.361896080218777,1.3924339106654513,5.674111212397448,4.347766636280766,3.80355515041021,38.71376481312671,2.0765724703737467,4.959434822242479,5.474931631722881,,,,,27.37830446672744,3.2848678213309026,2.672743846855059,,,,,,8.551504102096628,6.451230628988149,5.758432087511395,17.453965360072925,7.037830446672744,4.480856882406563,3.7848678213309026,3.4544211485870555,4.341841385597083,24.46718322698268,1.40975387420237,,2008.0,,,1.5886581469648562,,0.3851851851851852,0.45751484696208317,0.6531483457844184,0.7816933638443936,0.8452211126961484,2.4611339734796527,,,,2.428080510554737,2.3113026819923372,2.2404942965779466,4.555795148247978,2.229357798165138,3.2054604349838036,1.614305750350631,1.884401114206128,1.7014574518100611,4.731780167264038
Bulgaria,5.0,3.5,1950.3546901172529,0.9998264015661642,0.9986836910469012,0.2685912,0.2682376464292295,,,,2.5435510887772192,,,,31.913735343383586,1.4744556113902847,4.980737018425461,3.9535175879396984,3.8898659966499163,39.85175879396985,2.247068676716918,4.255862646566164,5.597152428810721,,,,,24.275963149078727,,2.6884422110552766,,,,,,8.837939698492463,6.480318257956449,6.375628140703518,16.277638190954775,6.056113902847571,5.340452261306533,3.2328308207705194,4.034757118927973,4.064070351758794,22.731993299832496,1.2902010050251256,,2010.0,,,1.9742971044901385,,0.40676959619952496,0.4412568306010929,0.6378958120531154,0.778023598820059,0.9255502805351747,2.6159329140461214,,,,3.066936208445642,2.3510778706555215,3.3997395833333335,4.725814292659212,2.4975972040192223,3.7794368600682593,1.9944774851316907,2.380871050384287,2.0060034305317322,4.812700106723586
Bulgaria,6.0,2.6,1987.935659265972,1.001808782922519,0.9967458080154056,0.28085256,0.2799386086357046,,,,,,,,,,5.128228364295424,3.8278205709107387,3.7154508382419573,,,4.947439963751699,5.837788853647485,,,6.97371998187585,,22.447213411871317,,2.5845038513819665,,,,,,6.521975532396919,4.23878568192116,5.6751246035342096,16.59356592659719,5.705935659265972,5.0847304032623475,3.1381966470321703,3.355233348436792,3.641141821477118,24.773901223380154,1.3207974626189398,,2012.0,,,,,,,,,1.0758215962441315,2.5762750455373404,,,,3.05810108644308,1.9380819366852886,2.69906103286385,4.173404255319149,2.2478753541076486,3.515235457063712,1.7259327498848458,2.0703771849126036,1.800462962962963,4.536483253588517
Bulgaria,9.0,3.2,34763.29879740981,0.9988618150046253,0.9983453045328399,0.2750527,0.27459756867345053,0.0008120813749028676,158.80619796484737,2544.0305272895466,,2.9801110083256246,4097.647548566142,385.5851063829787,,,5.775670675300647,5.284458834412581,5.1632747456059205,,,,,,3.4000925069380203,,,34.80342275670675,,2.996299722479186,,2.4671600370027753,,2.8732654949121184,,11.898242368177613,10.419056429232192,7.934782608695652,15.956984273820536,5.520351526364477,4.176688251618871,3.7733580018501387,4.052266419981499,3.9939870490286773,22.350601295097132,1.4338575393154487,,2018.0,197.45556805399326,106.34734830387005,,3.3331790837575195,,,,,,,1.577246283128636,1.5442359249329758,2.337912087912088,2.9239130434782608,3.0956962025316455,2.861220472440945,3.315388798259924,2.9861641221374047,3.7973977695167287,2.1160924964605945,2.485391140433553,2.1438032166508987,3.3158208955223882
Bulgaria,10.0,3.2,18806.065610025802,0.9997082621360117,1.0006534507600442,0.21771648999999998,0.21785874980519723,0.0010134039583048287,243.50460744563213,2952.8595650571324,,3.7489863619609287,2538.1208993733876,338.61481754515296,,,4.499078510873572,3.736822705492075,3.6914854404718023,,,,,,2.284924437891633,,,15.897161813490602,,2.6833763361592333,,1.8499815702174713,,2.172871360117951,,4.254330998894213,4.100995208256543,4.838186509399189,6.896793217840029,3.9321784002948763,4.83855510504976,2.448212311094729,3.0316992259491338,2.6789531883523776,10.546627349797273,1.3450055289347587,2.9391817176557318,2020.0,209.3878132118451,88.8793626707132,,4.718242245199409,,,,,,,1.9835539510629763,1.74159425765017,2.4495430312261997,3.1914893617021276,2.9409566517189836,3.085434700790365,4.20982482863671,2.8970149253731345,4.469085523880044,2.099925980754996,2.337049424005946,2.1409495548961424,4.333333333333333
Croatia,4.0,4.6,743.3431105047749,1.0003868349249658,0.9940935031828104,0.2528546,0.2513610998785812,,,,3.6145975443383356,,,,23.146657571623464,1.7660300136425648,5.52387448840382,4.243519781718963,4.343792633015007,21.12892223738063,3.9870395634379263,5.713506139154161,5.08731241473397,,,,,25.224420190995907,3.377899045020464,2.985675306957708,,,,,,5.616643929058663,4.305593451568895,4.327421555252387,11.394952251023192,4.272169167803547,5.233969986357435,3.4645293315143246,4.034106412005457,4.049795361527967,10.734652114597544,1.3219645293315143,,2008.0,,,2.3057652711050105,,0.3385469223007064,0.5273972602739726,0.4551158301158301,1.337189226519337,0.7692169540229885,2.236481861738535,,,,3.778242677824268,2.956340956340956,2.8528799444829978,3.5920360631104433,3.091286307053942,4.3480358373535495,2.130886426592798,2.9827348066298343,2.302018093249826,4.038518518518519
Croatia,5.0,3.5,1580.1678921568628,1.0017556921262254,1.0012100058676472,0.22754475,0.22782008577653187,,,,3.96875,,,,22.53676470588235,1.5018382352941178,5.791666666666667,4.696078431372549,5.371936274509804,19.502450980392158,3.0496323529411766,4.846200980392157,4.665441176470588,,,,,22.33639705882353,,3.0496323529411766,,,,,,7.706495098039215,4.125,4.579656862745098,12.031862745098039,5.235906862745098,5.595588235294118,3.0122549019607843,3.4779411764705883,3.6317401960784315,12.376225490196079,1.46875,,2010.0,,,2.5552810376775787,,0.33348498635122836,0.4694410319410319,0.44970288624787774,1.2312423124231242,0.6629249518922387,1.9546153846153846,,,,3.7776349614395888,2.540574282147316,2.469849246231156,3.304436860068259,3.2145545796737767,4.383467992541951,1.628500311138768,2.2819875776397516,1.7471839799749687,3.8404907975460123
Croatia,9.0,3.2,35301.51907131012,1.0003085119624102,1.0002524961558872,0.19398342,0.19403240091100055,0.0013539222909563294,1600.3167495854063,12826.927584300718,,3.8308457711442787,2188.705914870094,155.92758430071862,,,5.4483139856274185,4.2868988391376455,4.201768933112216,,,,,,1.882808181315644,,,13.608623548922056,,2.9767827529021558,,1.663902708678828,,1.6362631288004423,,5.5240464344941955,4.189607517965727,3.875069098949696,8.014925373134329,3.3720287451630737,5.820342730790492,2.1105583195135433,2.957435046987286,2.4908789386401327,9.267551133222774,1.5124378109452736,,2018.0,181.8705035971223,75.56975446428571,,4.886615044247788,,,,,,,2.0215444879686624,1.5273132664437012,1.412800447177194,3.294718909710392,3.0213004484304933,2.564851207186974,3.840023269342641,2.527638190954774,5.2255011135857465,1.681111111111111,2.2525083612040135,1.8780623608017817,4.288065843621399
Croatia,10.0,3.2,18896.69866497139,1.000618974075016,0.999791696490782,0.2174289,0.21738360381436747,0.001125345973350286,1536.6420851875398,11129.714558169104,,3.8690400508582328,2136.3076923076924,87.97012078830261,,,7.203432930705658,6.1385886840432295,6.1786395422759055,,,,,,1.916083916083916,,,14.062937062937063,,2.9879211697393515,,1.8219961856325493,,1.792752701843611,,5.804831532104259,4.360457724094088,4.554990464081373,7.428480610298792,3.8512396694214877,5.49205340114431,3.003814367450731,4.061665607120153,3.3801652892561984,8.761602034329307,1.4113159567705023,3.652256834075016,2020.0,220.26805054151623,75.35264162953533,,4.9497135582431575,,,,,,,2.1650641025641026,1.801874595992243,1.621665582303188,4.112264763140818,3.5693196405648266,3.392649903288201,4.2886393659180975,2.9389460154241647,5.176132737715379,2.1925545571245184,3.2061657032755297,2.2974887314874435,4.586345381526105
Croatia,11.0,2.0,68420.31920359666,1.000113364977521,1.0001912228452152,0.21126653000000004,0.2113069386743738,0.0011915313710276173,695.3603082851638,9068.797687861272,,3.847141939627489,2323.7591522157995,362.6429030186256,,,5.867052023121388,4.579961464354528,4.78548490687219,,,,,,1.8985228002569043,,,16.134232498394347,,3.098908156711625,,1.747591522157996,,1.7610789980732178,,6.503532434168273,6.34553628773282,6.009633911368016,7.411046885035324,4.549775208734746,5.8227360308285165,2.7026332691072574,4.725112395632626,2.974309569685292,8.281952472703917,1.4553628773281952,3.74373795761079,2023.0,212.1573986804901,62.70331125827815,,4.911368015414258,,,,,,,1.963350785340314,1.6411342894393741,1.5489487516425755,4.424242424242424,3.6923076923076925,3.296615792966158,4.307538358905937,3.139777922926192,5.458709677419355,1.991580310880829,2.9921311475409835,2.0914990266060998,4.82372654155496
